PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,FamilySize,IsAlone,AgeGroup_Child,AgeGroup_Senior,AgeGroup_Teenager,AgeGroup_YoungAdult,FareBand_Low,FareBand_Medium,FareBand_VeryHigh,FamilyType_Small,FamilyType_Solo
206,0,1.0,Mr. James Brown,male,44.1,0.0,0.0,584989,69.16345,S,1.0,1,False,False,False,False,False,False,True,False,True
207,0,1.0,Mr. James Brown,male,41.5,0.0,0.0,846943,69.16345,Q,1.0,1,False,False,False,False,False,False,True,False,True
208,1,3.0,Miss. Susan Jackson,female,28.6,2.0,0.0,90664,5.7112,S,3.0,0,False,False,False,True,False,True,False,True,False
209,0,2.0,Miss. Linda Anderson,female,45.5,0.0,0.0,421496,33.0948,S,1.0,1,False,False,False,False,False,False,True,False,True
210,0,1.0,Mr. James Brown,male,43.1,0.0,0.0,49427,29.3273,S,1.0,1,False,False,False,False,False,False,False,False,True
211,0,3.0,Mr. Charles Wilson,male,23.9,1.0,0.0,107180,11.0083,Q,2.0,0,False,False,False,True,False,True,False,True,False
212,1,3.0,Mr. George Moore,male,39.5,0.0,0.0,637838,17.7847,S,1.0,1,False,False,False,False,False,False,False,False,True
213,1,3.0,Mrs. Barbara Thomas,female,21.9,2.5,0.0,934471,6.1926,C,3.5,0,False,False,False,True,False,True,False,False,False
214,0,3.0,Miss. Linda Anderson,female,37.5,1.0,0.0,934165,4.6883,S,2.0,0,False,False,False,False,True,False,False,True,False
215,1,1.0,Miss. Susan Jackson,female,10.9,0.0,0.0,87952,51.658,S,1.0,1,True,False,False,False,False,False,True,False,True
216,0,2.0,Mr. George Moore,male,27.1,1.0,0.0,76046,34.071,C,2.0,0,False,False,False,True,False,False,True,True,False
217,0,3.0,Mr. George Moore,male,45.0,0.0,0.0,116918,34.5559,S,1.0,1,False,False,False,False,False,False,True,False,True
218,1,3.0,Mr. John Smith,male,27.7,0.0,0.0,831632,10.2393,S,1.0,1,False,False,False,True,False,True,False,False,True
219,1,1.0,Mr. George Moore,male,38.9,0.0,0.0,339586,69.16345,S,1.0,1,False,False,False,False,False,False,True,False,True
220,1,3.0,Mr. Charles Wilson,male,31.0,0.0,0.0,464887,30.3663,S,1.0,1,False,False,False,True,False,False,False,False,True
221,1,1.0,Mrs. Barbara Thomas,female,0.4,1.0,0.0,625358,8.7148,S,2.0,0,True,False,False,False,False,True,False,True,False
222,0,1.0,Mr. William Davis,male,28.6,2.0,0.0,592456,22.1817,S,3.0,0,False,False,False,True,False,False,False,True,False
223,0,3.0,Mr. James Brown,male,36.3,0.0,0.0,844754,16.0431,S,1.0,1,False,False,False,False,False,False,False,False,True
224,0,3.0,Mrs. Patricia Taylor,female,21.9,0.0,0.0,965200,22.5657,Q,1.0,1,False,False,False,True,False,False,False,False,True
225,0,3.0,Mr. John Smith,male,19.4,2.5,0.0,80246,25.2865,S,3.5,0,False,False,False,True,False,False,False,False,False
226,0,1.0,Miss. Susan Jackson,female,50.6,0.0,0.0,704252,45.0514,C,1.0,1,False,False,False,False,False,False,True,False,True
227,1,3.0,Mr. John Smith,male,28.8,0.0,0.0,549871,1.2166,S,1.0,1,False,False,False,True,True,False,False,False,True
228,0,2.0,Mr. William Davis,male,36.3,0.0,0.0,354864,11.5173,S,1.0,1,False,False,False,False,False,True,False,False,True
229,1,1.0,Mr. William Davis,male,40.9,1.0,0.0,458431,22.0348,S,2.0,0,False,False,False,False,False,False,False,True,False
230,1,3.0,Mr. James Brown,male,15.2,0.0,0.0,690213,4.4743,S,1.0,1,False,False,True,False,True,False,False,False,True
231,1,3.0,Miss. Linda Anderson,female,32.5,1.0,0.0,409325,19.2346,S,2.0,0,False,False,False,True,False,False,False,True,False
232,0,3.0,Mr. George Moore,male,48.8,1.0,0.0,249285,1.0209,S,2.0,0,False,False,False,False,True,False,False,True,False
233,0,3.0,Mr. Charles Wilson,male,56.1,0.0,0.0,331901,22.8518,S,1.0,1,False,False,False,False,False,False,False,False,True
234,0,3.0,Mr. William Davis,male,30.3,0.0,0.0,803091,7.2545,S,1.0,1,False,False,False,True,False,True,False,False,True
235,0,3.0,Mr. John Smith,male,26.2,1.0,0.0,273382,11.7845,S,2.0,0,False,False,False,True,False,True,False,True,False
236,1,1.0,Miss. Susan Jackson,female,33.6,0.0,0.0,655558,7.89,S,1.0,1,False,False,False,True,False,True,False,False,True
237,0,2.0,Mr. William Davis,male,33.2,1.0,0.0,915643,8.2304,S,2.0,0,False,False,False,True,False,True,False,True,False
238,0,2.0,Miss. Linda Anderson,female,49.8,2.0,0.0,25064,1.8796,Q,3.0,0,False,False,False,False,True,False,False,True,False
239,1,2.0,Miss. Susan Jackson,female,27.7,0.0,0.0,172187,65.1647,S,1.0,1,False,False,False,True,False,False,True,False,True
240,0,3.0,Mr. William Davis,male,25.6,1.0,0.0,697312,21.4035,S,2.0,0,False,False,False,True,False,False,False,True,False
241,1,3.0,Mrs. Barbara Thomas,female,20.0,1.0,0.0,670980,8.0016,S,2.0,0,False,False,False,True,False,True,False,True,False
242,1,1.0,Mr. James Brown,male,15.0,1.0,0.0,634078,21.2596,C,2.0,0,False,False,True,False,False,False,False,True,False
243,1,1.0,Mr. George Moore,male,35.2,0.0,0.0,899417,69.16345,S,1.0,1,False,False,False,False,False,False,True,False,True
244,0,3.0,Mr. John Smith,male,41.4,0.0,0.0,54258,5.4926,C,1.0,1,False,False,False,False,False,True,False,False,True
245,0,1.0,Miss. Linda Anderson,female,20.3,0.0,0.0,669830,14.7442,S,1.0,1,False,False,False,True,False,False,False,False,True
246,1,3.0,Mrs. Patricia Taylor,female,40.9,0.0,0.0,949507,10.7666,Q,1.0,1,False,False,False,False,False,True,False,False,True
247,0,3.0,Mr. John Smith,male,45.8,0.0,0.0,955075,37.4189,C,1.0,1,False,False,False,False,False,False,True,False,True
248,1,3.0,Miss. Mary Johnson,female,57.8,1.0,0.0,821100,0.0499,C,2.0,0,False,False,False,False,True,False,False,True,False
249,1,3.0,Mr. Charles Wilson,male,32.8,0.0,0.0,349403,3.5356,S,1.0,1,False,False,False,True,True,False,False,False,True
250,1,3.0,Mr. James Brown,male,29.7,0.0,0.0,646480,36.2423,S,1.0,1,False,False,False,True,False,False,True,False,True
251,0,2.0,Mr. George Moore,male,15.2,0.0,0.0,368720,3.7528,S,1.0,1,False,False,True,False,True,False,False,False,True
252,0,3.0,Mrs. Patricia Taylor,female,13.7,1.0,0.0,639769,1.5624,S,2.0,0,False,False,True,False,True,False,False,True,False
253,1,3.0,Mr. James Brown,male,47.8,0.0,0.0,907937,10.9773,C,1.0,1,False,False,False,False,False,True,False,False,True
254,0,2.0,Mr. John Smith,male,7.7,0.0,0.0,173118,39.5874,S,1.0,1,True,False,False,False,False,False,True,False,True
255,0,3.0,Mr. Charles Wilson,male,47.4,0.0,0.0,212049,8.429,S,1.0,1,False,False,False,False,False,True,False,False,True
256,0,3.0,Mr. Charles Wilson,male,17.1,1.0,0.0,781888,67.7919,S,2.0,0,False,False,True,False,False,False,True,True,False
257,1,3.0,Mr. James Brown,male,19.8,0.0,0.0,480471,14.779,S,1.0,1,False,False,False,True,False,False,False,False,True
258,1,3.0,Mr. James Brown,male,27.5,0.0,0.0,15397,1.0005,S,1.0,1,False,False,False,True,True,False,False,False,True
259,0,3.0,Miss. Linda Anderson,female,19.5,2.5,0.0,896357,64.1959,C,3.5,0,False,False,False,True,False,False,True,False,False
260,0,3.0,Mr. John Smith,male,43.2,1.0,0.0,617769,6.8129,S,2.0,0,False,False,False,False,False,True,False,True,False
261,0,3.0,Mr. George Moore,male,56.0,2.5,0.0,163305,4.4049,S,3.5,0,False,False,False,False,True,False,False,False,False
262,1,3.0,Mr. George Moore,male,20.2,0.0,0.0,486552,10.6102,S,1.0,1,False,False,False,True,False,True,False,False,True
263,0,3.0,Mrs. Barbara Thomas,female,23.4,0.0,0.0,332452,4.717,S,1.0,1,False,False,False,True,True,False,False,False,True
264,0,3.0,Miss. Mary Johnson,female,27.3,1.0,0.0,210798,1.1755,S,2.0,0,False,False,False,True,True,False,False,True,False
265,1,3.0,Mr. Charles Wilson,male,37.5,0.0,0.0,466435,0.0186,S,1.0,1,False,False,False,False,True,False,False,False,True
266,1,1.0,Miss. Susan Jackson,female,27.5,1.0,0.0,506574,50.1547,S,2.0,0,False,False,False,True,False,False,True,True,False
267,1,3.0,Mr. James Brown,male,49.8,0.0,0.0,535418,23.5712,S,1.0,1,False,False,False,False,False,False,False,False,True
268,1,3.0,Mr. John Smith,male,46.3,0.0,0.0,658581,11.0418,C,1.0,1,False,False,False,False,False,True,False,False,True
269,0,1.0,Mr. John Smith,male,23.8,0.0,0.0,548359,69.16345,S,1.0,1,False,False,False,True,False,False,True,False,True
270,0,3.0,Mr. William Davis,male,35.0,0.0,0.0,881949,4.3948,Q,1.0,1,False,False,False,True,True,False,False,False,True
271,1,1.0,Mr. James Brown,male,51.7,0.0,0.0,382384,27.6474,C,1.0,1,False,False,False,False,False,False,False,False,True
272,1,2.0,Mrs. Patricia Taylor,female,22.5,0.0,0.0,536406,3.4811,C,1.0,1,False,False,False,True,True,False,False,False,True
273,1,3.0,Mrs. Barbara Thomas,female,23.8,2.5,0.0,666023,2.3296,S,3.5,0,False,False,False,True,True,False,False,False,False
274,1,1.0,Miss. Mary Johnson,female,22.0,0.0,0.0,72408,28.2016,Q,1.0,1,False,False,False,True,False,False,False,False,True
275,0,3.0,Mr. Charles Wilson,male,22.3,0.0,0.0,61786,20.4654,C,1.0,1,False,False,False,True,False,False,False,False,True
276,0,3.0,Mr. James Brown,male,5.5,1.0,0.0,615559,30.7044,C,2.0,0,True,False,False,False,False,False,False,True,False
277,1,3.0,Miss. Linda Anderson,female,10.4,0.0,0.0,29158,48.0008,S,1.0,1,True,False,False,False,False,False,True,False,True
278,1,1.0,Mr. John Smith,male,30.8,0.0,0.0,827519,22.2048,C,1.0,1,False,False,False,True,False,False,False,False,True
279,1,2.0,Mr. James Brown,male,51.6,1.0,0.0,98114,42.6227,Q,2.0,0,False,False,False,False,False,False,True,True,False
280,1,3.0,Mr. William Davis,male,29.6,0.0,0.0,718481,5.1724,S,1.0,1,False,False,False,True,True,False,False,False,True
281,1,3.0,Miss. Susan Jackson,female,31.6,1.0,0.0,531358,1.5565,S,2.0,0,False,False,False,True,True,False,False,True,False
282,0,3.0,Mr. James Brown,male,54.4,1.0,0.0,554162,26.5254,Q,2.0,0,False,False,False,False,False,False,False,True,False
283,0,2.0,Mr. George Moore,male,37.6,2.5,0.0,249139,20.2178,S,3.5,0,False,False,False,False,False,False,False,False,False
284,0,3.0,Mrs. Barbara Thomas,female,5.6,0.0,0.0,879875,2.34,S,1.0,1,True,False,False,False,True,False,False,False,True
285,0,3.0,Mr. George Moore,male,17.7,0.0,0.0,575109,7.3037,S,1.0,1,False,False,True,False,False,True,False,False,True
286,0,3.0,Mr. James Brown,male,20.1,0.0,0.0,649963,4.4023,Q,1.0,1,False,False,False,True,True,False,False,False,True
287,0,1.0,Mr. George Moore,male,35.1,0.0,0.0,332726,69.16345,S,1.0,1,False,False,False,False,False,False,True,False,True
288,0,3.0,Mr. John Smith,male,27.8,1.0,0.0,132603,7.8529,S,2.0,0,False,False,False,True,False,True,False,True,False
289,0,3.0,Mrs. Patricia Taylor,female,43.5,0.0,0.0,950291,58.9633,S,1.0,1,False,False,False,False,False,False,True,False,True
290,0,3.0,Mr. William Davis,male,11.1,0.0,0.0,992207,0.7319,C,1.0,1,True,False,False,False,True,False,False,False,True
291,0,2.0,Mr. George Moore,male,24.5,1.0,0.0,424921,8.7706,S,2.0,0,False,False,False,True,False,True,False,True,False
292,0,3.0,Miss. Mary Johnson,female,35.4,0.0,0.0,603669,8.5486,C,1.0,1,False,False,False,False,False,True,False,False,True
293,1,3.0,Mrs. Barbara Thomas,female,28.5,0.0,0.0,908232,9.0926,Q,1.0,1,False,False,False,True,False,True,False,False,True
294,0,1.0,Mrs. Barbara Thomas,female,32.4,0.0,0.0,507821,31.8951,S,1.0,1,False,False,False,True,False,False,True,False,True
295,0,3.0,Mr. George Moore,male,32.6,1.0,0.0,402949,16.9848,S,2.0,0,False,False,False,True,False,False,False,True,False
296,0,3.0,Mr. Charles Wilson,male,37.2,0.0,0.0,185725,27.0065,S,1.0,1,False,False,False,False,False,False,False,False,True
297,1,1.0,Miss. Linda Anderson,female,25.9,1.0,0.0,878450,69.16345,S,2.0,0,False,False,False,True,False,False,True,True,False
298,0,2.0,Mrs. Patricia Taylor,female,47.8,0.0,0.0,897024,32.7047,S,1.0,1,False,False,False,False,False,False,True,False,True
299,1,3.0,Mr. John Smith,male,47.0,1.0,0.0,888058,24.7129,C,2.0,0,False,False,False,False,False,False,False,True,False
300,0,1.0,Mr. George Moore,male,44.4,1.0,0.0,620505,67.1765,C,2.0,0,False,False,False,False,False,False,True,True,False
301,0,3.0,Mr. Charles Wilson,male,6.9,0.0,0.0,788873,22.7248,S,1.0,1,True,False,False,False,False,False,False,False,True
302,0,2.0,Mrs. Patricia Taylor,female,21.2,0.0,0.0,959756,7.2339,S,1.0,1,False,False,False,True,False,True,False,False,True
303,0,3.0,Mr. William Davis,male,39.2,0.0,0.0,476548,6.6078,S,1.0,1,False,False,False,False,False,True,False,False,True
304,1,1.0,Mr. Charles Wilson,male,7.4,1.0,0.0,344943,32.0152,S,2.0,0,True,False,False,False,False,False,True,True,False
305,1,3.0,Mr. Charles Wilson,male,26.6,0.0,0.0,334329,8.1895,S,1.0,1,False,False,False,True,False,True,False,False,True
306,1,3.0,Miss. Mary Johnson,female,33.7,0.0,0.0,481529,4.3717,C,1.0,1,False,False,False,True,True,False,False,False,True
307,0,3.0,Miss. Linda Anderson,female,53.8,0.0,0.0,313682,42.3799,Q,1.0,1,False,False,False,False,False,False,True,False,True
308,0,3.0,Mr. William Davis,male,40.2,0.0,0.0,816775,4.8775,S,1.0,1,False,False,False,False,True,False,False,False,True
309,1,1.0,Miss. Susan Jackson,female,17.2,0.0,0.0,508905,8.668,C,1.0,1,False,False,True,False,False,True,False,False,True
310,0,3.0,Miss. Mary Johnson,female,54.3,0.0,0.0,221470,9.7276,S,1.0,1,False,False,False,False,False,True,False,False,True
311,0,1.0,Mr. George Moore,male,30.3,0.0,0.0,444448,4.9387,C,1.0,1,False,False,False,True,True,False,False,False,True
312,0,1.0,Mr. John Smith,male,26.0,1.0,0.0,130026,9.8401,S,2.0,0,False,False,False,True,False,True,False,True,False
313,0,2.0,Mr. William Davis,male,26.8,0.0,0.0,244257,4.9536,S,1.0,1,False,False,False,True,True,False,False,False,True
314,1,3.0,Miss. Mary Johnson,female,6.2,0.0,0.0,63106,8.1156,Q,1.0,1,True,False,False,False,False,True,False,False,True
315,1,3.0,Mr. John Smith,male,28.1,2.5,0.0,910754,7.3819,S,3.5,0,False,False,False,True,False,True,False,False,False
316,1,3.0,Mr. John Smith,male,36.9,1.0,0.0,91227,20.9027,C,2.0,0,False,False,False,False,False,False,False,True,False
317,0,3.0,Mrs. Patricia Taylor,female,24.1,2.0,0.0,456295,17.4857,S,3.0,0,False,False,False,True,False,False,False,True,False
318,0,2.0,Mr. James Brown,male,35.8,0.0,0.0,690388,11.1136,S,1.0,1,False,False,False,False,False,True,False,False,True
319,0,3.0,Miss. Linda Anderson,female,32.2,0.0,0.0,576423,5.2783,S,1.0,1,False,False,False,True,True,False,False,False,True
320,0,2.0,Mr. John Smith,male,27.7,0.0,0.0,696426,7.6097,S,1.0,1,False,False,False,True,False,True,False,False,True
321,0,3.0,Mr. William Davis,male,34.3,1.0,0.0,653887,19.3336,S,2.0,0,False,False,False,True,False,False,False,True,False
322,1,1.0,Mrs. Patricia Taylor,female,32.5,0.0,0.0,764077,4.4921,S,1.0,1,False,False,False,True,True,False,False,False,True
323,1,3.0,Miss. Mary Johnson,female,6.4,0.0,0.0,93470,0.1678,S,1.0,1,True,False,False,False,True,False,False,False,True
324,0,3.0,Mr. George Moore,male,23.3,0.0,0.0,817342,20.6363,S,1.0,1,False,False,False,True,False,False,False,False,True
325,1,1.0,Mrs. Patricia Taylor,female,32.3,0.0,0.0,778378,54.4701,S,1.0,1,False,False,False,True,False,False,True,False,True
326,1,1.0,Mrs. Patricia Taylor,female,29.1,0.0,0.0,148213,11.7831,S,1.0,1,False,False,False,True,False,True,False,False,True
327,0,3.0,Mr. James Brown,male,29.9,0.0,0.0,55950,3.4921,Q,1.0,1,False,False,False,True,True,False,False,False,True
328,0,3.0,Miss. Mary Johnson,female,28.4,0.0,0.0,721083,35.0439,S,1.0,1,False,False,False,True,False,False,True,False,True
329,0,2.0,Mr. Charles Wilson,male,52.4,0.0,0.0,288369,39.2514,S,1.0,1,False,False,False,False,False,False,True,False,True
330,0,3.0,Mr. George Moore,male,27.1,2.5,0.0,503466,16.0827,S,3.5,0,False,False,False,True,False,False,False,False,False
331,0,1.0,Mr. George Moore,male,41.4,1.0,0.0,305103,55.2901,S,2.0,0,False,False,False,False,False,False,True,True,False
332,1,2.0,Miss. Linda Anderson,female,15.6,2.0,0.0,845624,14.6929,S,3.0,0,False,False,True,False,False,False,False,True,False
333,0,3.0,Miss. Mary Johnson,female,34.9,1.0,0.0,89711,48.0832,S,2.0,0,False,False,False,True,False,False,True,True,False
334,0,2.0,Mr. James Brown,male,26.0,0.0,0.0,151123,67.4933,S,1.0,1,False,False,False,True,False,False,True,False,True
335,0,3.0,Mr. Charles Wilson,male,33.2,0.0,0.0,212500,3.1514,S,1.0,1,False,False,False,True,True,False,False,False,True
336,0,2.0,Mr. John Smith,male,17.1,0.0,0.0,789572,33.3312,C,1.0,1,False,False,True,False,False,False,True,False,True
337,1,2.0,Mr. John Smith,male,54.4,0.0,0.0,275593,4.3941,S,1.0,1,False,False,False,False,True,False,False,False,True
338,1,3.0,Mrs. Barbara Thomas,female,25.3,0.0,0.0,968599,3.1227,S,1.0,1,False,False,False,True,True,False,False,False,True
339,0,2.0,Mrs. Patricia Taylor,female,26.9,0.0,0.0,376357,22.546,S,1.0,1,False,False,False,True,False,False,False,False,True
340,0,3.0,Mr. John Smith,male,44.2,0.0,0.0,694550,6.7495,C,1.0,1,False,False,False,False,False,True,False,False,True
341,0,1.0,Miss. Susan Jackson,female,35.6,0.0,0.0,634533,69.16345,S,1.0,1,False,False,False,False,False,False,True,False,True
342,0,1.0,Mr. George Moore,male,36.3,0.0,0.0,107069,7.8307,S,1.0,1,False,False,False,False,False,True,False,False,True
343,0,1.0,Mrs. Barbara Thomas,female,9.4,0.0,0.0,691501,60.1833,S,1.0,1,True,False,False,False,False,False,True,False,True
344,0,3.0,Mrs. Patricia Taylor,female,32.7,1.0,0.0,243597,32.5964,S,2.0,0,False,False,False,True,False,False,True,True,False
345,0,2.0,Mr. Charles Wilson,male,26.5,0.0,0.0,558196,46.8918,S,1.0,1,False,False,False,True,False,False,True,False,True
346,0,3.0,Mr. John Smith,male,39.6,0.0,0.0,376991,2.213,C,1.0,1,False,False,False,False,True,False,False,False,True
347,1,3.0,Miss. Susan Jackson,female,31.9,0.0,0.0,917342,69.16345,S,1.0,1,False,False,False,True,False,False,True,False,True
348,0,3.0,Mr. William Davis,male,54.5,0.0,0.0,788628,12.5486,S,1.0,1,False,False,False,False,False,True,False,False,True
349,0,1.0,Mr. Charles Wilson,male,27.0,0.0,0.0,959826,14.5852,S,1.0,1,False,False,False,True,False,False,False,False,True
350,1,3.0,Mr. William Davis,male,20.7,0.0,0.0,978214,44.7553,S,1.0,1,False,False,False,True,False,False,True,False,True
351,0,3.0,Mr. William Davis,male,36.0,0.0,0.0,810444,32.0081,S,1.0,1,False,False,False,False,False,False,True,False,True
352,1,3.0,Mr. George Moore,male,40.8,0.0,0.0,962393,2.3746,S,1.0,1,False,False,False,False,True,False,False,False,True
353,1,3.0,Mrs. Barbara Thomas,female,34.8,2.0,0.0,27412,1.6789,S,3.0,0,False,False,False,True,True,False,False,True,False
354,0,3.0,Miss. Linda Anderson,female,42.8,2.0,0.0,382174,1.1606,S,3.0,0,False,False,False,False,True,False,False,True,False
355,0,3.0,Mr. John Smith,male,41.5,0.0,0.0,821089,31.2232,S,1.0,1,False,False,False,False,False,False,True,False,True
356,1,1.0,Mrs. Patricia Taylor,female,25.8,0.0,0.0,277800,18.0772,S,1.0,1,False,False,False,True,False,False,False,False,True
357,0,1.0,Mr. James Brown,male,45.8,1.0,0.0,150039,45.2208,S,2.0,0,False,False,False,False,False,False,True,True,False
358,0,3.0,Miss. Susan Jackson,female,39.0,0.0,0.0,488174,7.7448,S,1.0,1,False,False,False,False,False,True,False,False,True
359,1,3.0,Mrs. Barbara Thomas,female,60.8,0.0,0.0,418980,11.8797,S,1.0,1,False,True,False,False,False,True,False,False,True
360,0,3.0,Mr. Charles Wilson,male,18.8,0.0,0.0,812305,69.16345,S,1.0,1,False,False,False,True,False,False,True,False,True
361,0,3.0,Mrs. Patricia Taylor,female,41.7,2.0,0.0,628773,3.3431,S,3.0,0,False,False,False,False,True,False,False,True,False
362,1,1.0,Mr. John Smith,male,14.9,0.0,0.0,905815,69.16345,S,1.0,1,False,False,True,False,False,False,True,False,True
363,0,1.0,Mr. James Brown,male,6.3,0.0,0.0,454246,69.16345,Q,1.0,1,True,False,False,False,False,False,True,False,True
364,0,3.0,Mrs. Patricia Taylor,female,0.4,1.0,0.0,208879,19.7602,S,2.0,0,True,False,False,False,False,False,False,True,False
365,1,2.0,Mr. Charles Wilson,male,37.5,0.0,0.0,535895,0.3918,S,1.0,1,False,False,False,False,True,False,False,False,True
366,0,1.0,Mr. William Davis,male,32.4,0.0,0.0,160595,33.2657,C,1.0,1,False,False,False,True,False,False,True,False,True
367,1,3.0,Mr. John Smith,male,22.8,2.5,0.0,582735,12.8538,C,3.5,0,False,False,False,True,False,True,False,False,False
368,1,1.0,Mrs. Barbara Thomas,female,25.9,0.0,0.0,59757,27.0351,S,1.0,1,False,False,False,True,False,False,False,False,True
369,0,3.0,Mr. James Brown,male,19.7,0.0,0.0,794402,31.2437,C,1.0,1,False,False,False,True,False,False,True,False,True
370,0,2.0,Mr. William Davis,male,31.0,0.0,0.0,260495,20.0964,S,1.0,1,False,False,False,True,False,False,False,False,True
371,0,3.0,Miss. Mary Johnson,female,41.2,0.0,0.0,758886,0.9701,S,1.0,1,False,False,False,False,True,False,False,False,True
372,0,2.0,Miss. Susan Jackson,female,29.5,0.0,0.0,865633,47.9391,S,1.0,1,False,False,False,True,False,False,True,False,True
373,0,3.0,Mr. John Smith,male,33.4,0.0,0.0,400909,41.1391,S,1.0,1,False,False,False,True,False,False,True,False,True
374,1,1.0,Mr. John Smith,male,24.2,0.0,0.0,222916,6.7954,S,1.0,1,False,False,False,True,False,True,False,False,True
375,0,1.0,Mr. James Brown,male,55.1,1.0,0.0,998892,63.8448,S,2.0,0,False,False,False,False,False,False,True,True,False
376,0,2.0,Mr. James Brown,male,14.9,0.0,0.0,801894,7.2299,Q,1.0,1,False,False,True,False,False,True,False,False,True
377,1,3.0,Mr. George Moore,male,19.6,0.0,0.0,388976,6.4865,C,1.0,1,False,False,False,True,False,True,False,False,True
378,0,3.0,Miss. Susan Jackson,female,22.6,0.0,0.0,172867,2.5743,C,1.0,1,False,False,False,True,True,False,False,False,True
379,1,2.0,Miss. Susan Jackson,female,35.2,1.0,0.0,735166,17.2584,C,2.0,0,False,False,False,False,False,False,False,True,False
380,0,3.0,Mr. Charles Wilson,male,28.9,0.0,0.0,320609,41.2047,Q,1.0,1,False,False,False,True,False,False,True,False,True
381,0,3.0,Mr. Charles Wilson,male,31.7,0.0,0.0,464325,9.091,S,1.0,1,False,False,False,True,False,True,False,False,True
382,1,3.0,Mrs. Patricia Taylor,female,32.1,0.0,0.0,100027,1.1252,S,1.0,1,False,False,False,True,True,False,False,False,True
383,1,1.0,Mr. James Brown,male,19.6,0.0,0.0,60528,69.16345,S,1.0,1,False,False,False,True,False,False,True,False,True
384,1,3.0,Miss. Susan Jackson,female,34.5,0.0,0.0,308374,5.4061,C,1.0,1,False,False,False,True,False,True,False,False,True
385,1,1.0,Mr. Charles Wilson,male,21.1,1.0,0.0,58242,69.16345,S,2.0,0,False,False,False,True,False,False,True,True,False
386,1,2.0,Mr. William Davis,male,32.0,0.0,0.0,469099,11.4072,C,1.0,1,False,False,False,True,False,True,False,False,True
387,0,3.0,Mrs. Barbara Thomas,female,31.1,0.0,0.0,124688,2.785,S,1.0,1,False,False,False,True,True,False,False,False,True
388,0,1.0,Mr. James Brown,male,37.4,0.0,0.0,501582,17.8153,S,1.0,1,False,False,False,False,False,False,False,False,True
389,1,3.0,Mrs. Barbara Thomas,female,0.4,1.0,0.0,536071,19.0361,C,2.0,0,True,False,False,False,False,False,False,True,False
390,1,3.0,Mr. James Brown,male,37.4,0.0,0.0,38390,4.0129,S,1.0,1,False,False,False,False,True,False,False,False,True
391,1,3.0,Mr. George Moore,male,44.9,0.0,0.0,673777,18.9503,S,1.0,1,False,False,False,False,False,False,False,False,True
392,0,3.0,Miss. Susan Jackson,female,27.2,0.0,0.0,82102,2.9969,S,1.0,1,False,False,False,True,True,False,False,False,True
393,0,1.0,Mr. George Moore,male,26.5,0.0,0.0,289570,32.6042,S,1.0,1,False,False,False,True,False,False,True,False,True
394,1,2.0,Miss. Linda Anderson,female,34.5,0.0,0.0,40750,12.528,S,1.0,1,False,False,False,True,False,True,False,False,True
395,0,3.0,Mr. William Davis,male,13.1,0.0,0.0,592476,37.2859,S,1.0,1,False,False,True,False,False,False,True,False,True
396,1,1.0,Mr. James Brown,male,9.9,0.0,0.0,283016,69.16345,S,1.0,1,True,False,False,False,False,False,True,False,True
397,1,2.0,Miss. Mary Johnson,female,40.0,0.0,0.0,628519,4.6354,S,1.0,1,False,False,False,False,True,False,False,False,True
398,0,1.0,Mr. William Davis,male,29.8,0.0,0.0,402004,37.2547,C,1.0,1,False,False,False,True,False,False,True,False,True
399,1,1.0,Mr. James Brown,male,45.1,0.0,0.0,713446,13.5923,S,1.0,1,False,False,False,False,False,False,False,False,True
400,1,2.0,Mr. Charles Wilson,male,16.5,0.0,0.0,601058,14.2664,S,1.0,1,False,False,True,False,False,False,False,False,True
401,0,1.0,Mr. George Moore,male,9.4,1.0,0.0,241360,51.8503,C,2.0,0,True,False,False,False,False,False,True,True,False
402,1,3.0,Mr. George Moore,male,29.9,2.5,0.0,235440,30.0328,S,3.5,0,False,False,False,True,False,False,False,False,False
403,0,3.0,Miss. Susan Jackson,female,35.8,2.5,0.0,920590,34.5714,C,3.5,0,False,False,False,False,False,False,True,False,False
404,1,3.0,Mrs. Patricia Taylor,female,42.0,1.0,0.0,879946,6.2895,S,2.0,0,False,False,False,False,False,True,False,True,False
405,0,1.0,Miss. Susan Jackson,female,32.2,0.0,0.0,753537,56.8477,S,1.0,1,False,False,False,True,False,False,True,False,True
406,1,1.0,Miss. Linda Anderson,female,32.1,1.0,0.0,102663,69.16345,S,2.0,0,False,False,False,True,False,False,True,True,False
407,0,1.0,Mrs. Barbara Thomas,female,24.1,0.0,0.0,700080,69.16345,Q,1.0,1,False,False,False,True,False,False,True,False,True
408,0,3.0,Miss. Susan Jackson,female,52.8,0.0,0.0,683439,0.0476,C,1.0,1,False,False,False,False,True,False,False,False,True
409,1,3.0,Mr. James Brown,male,13.7,0.0,0.0,944842,5.0148,S,1.0,1,False,False,True,False,True,False,False,False,True
410,0,1.0,Mrs. Barbara Thomas,female,34.9,0.0,0.0,668651,46.0144,S,1.0,1,False,False,False,True,False,False,True,False,True
411,0,3.0,Miss. Susan Jackson,female,15.4,1.0,0.0,215156,3.393,C,2.0,0,False,False,True,False,True,False,False,True,False
412,1,1.0,Mr. John Smith,male,37.5,0.0,0.0,122808,18.6991,S,1.0,1,False,False,False,False,False,False,False,False,True
