PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
355,0,3,Mr. John Smith,male,41.5,0,0,821089,31.2232,C103,S
356,1,1,Mrs. Patricia Taylor,female,25.8,0,0,277800,18.0772,nan,S
357,0,1,Mr. James Brown,male,45.8,1,0,150039,45.2208,nan,S
358,0,3,Miss. Susan Jackson,female,39.0,0,0,488174,7.7448,nan,S
359,1,3,Mrs. Barbara Thomas,female,60.8,0,0,418980,11.8797,nan,S
360,0,3,Mr. Charles Wilson,male,18.8,0,1,812305,512.33,nan,S
361,0,3,Mrs. Patricia Taylor,female,41.7,2,1,628773,3.3431,nan,S
362,1,1,Mr. John Smith,male,14.9,0,0,905815,225.1856,nan,S
363,0,1,Mr. James Brown,male,6.3,0,2,454246,200.7965,nan,Q
364,0,3,Mrs. Patricia Taylor,female,0.4,1,0,208879,19.7602,nan,S
365,1,2,Mr. Charles Wilson,male,37.5,0,1,535895,0.3918,nan,S
366,0,1,Mr. William Davis,male,32.4,0,0,160595,33.2657,nan,C
367,1,3,Mr. John Smith,male,22.8,4,2,582735,12.8538,nan,C
368,1,1,Mrs. Barbara Thomas,female,,0,2,59757,27.0351,nan,S
369,0,3,Mr. James Brown,male,19.7,0,0,794402,31.2437,nan,C
370,0,2,Mr. William Davis,male,,0,2,260495,20.0964,nan,S
371,0,3,Miss. Mary Johnson,female,41.2,0,1,758886,0.9701,nan,S
372,0,2,Miss. Susan Jackson,female,29.5,0,1,865633,47.9391,nan,S
373,0,3,Mr. John Smith,male,33.4,0,0,400909,41.1391,nan,S
374,1,1,Mr. John Smith,male,24.2,0,1,222916,6.7954,nan,S
375,0,1,Mr. James Brown,male,55.1,1,1,998892,63.8448,nan,S
376,0,2,Mr. James Brown,male,14.9,0,0,801894,7.2299,nan,Q
377,1,3,Mr. George Moore,male,19.6,0,2,388976,6.4865,A6,C
378,0,3,Miss. Susan Jackson,female,22.6,0,0,172867,2.5743,D56,C
379,1,2,Miss. Susan Jackson,female,,1,0,735166,17.2584,nan,C
380,0,3,Mr. Charles Wilson,male,,0,0,320609,41.2047,nan,Q
381,0,3,Mr. Charles Wilson,male,31.7,0,0,464325,9.091,nan,S
382,1,3,Mrs. Patricia Taylor,female,32.1,0,0,100027,1.1252,nan,S
383,1,1,Mr. James Brown,male,19.6,0,0,60528,81.2774,nan,S
384,1,3,Miss. Susan Jackson,female,34.5,0,2,308374,5.4061,E101,C
385,1,1,Mr. Charles Wilson,male,,1,0,58242,162.7435,nan,S
386,1,2,Mr. William Davis,male,,0,0,469099,11.4072,E46,C
387,0,3,Mrs. Barbara Thomas,female,31.1,0,0,124688,2.785,nan,S
388,0,1,Mr. James Brown,male,,0,0,501582,17.8153,nan,S
389,1,3,Mrs. Barbara Thomas,female,0.4,1,2,536071,19.0361,nan,C
390,1,3,Mr. James Brown,male,37.4,0,0,38390,4.0129,nan,S
391,1,3,Mr. George Moore,male,44.9,0,1,673777,18.9503,nan,S
392,0,3,Miss. Susan Jackson,female,,0,0,82102,2.9969,nan,S
393,0,1,Mr. George Moore,male,,0,0,289570,32.6042,nan,S
394,1,2,Miss. Linda Anderson,female,,0,0,40750,12.528,nan,S
395,0,3,Mr. William Davis,male,13.1,0,0,592476,37.2859,nan,S
396,1,1,Mr. James Brown,male,9.9,0,0,283016,225.4817,nan,S
397,1,2,Miss. Mary Johnson,female,40.0,0,0,628519,4.6354,C103,S
398,0,1,Mr. William Davis,male,29.8,0,0,402004,37.2547,nan,C
399,1,1,Mr. James Brown,male,45.1,0,1,713446,13.5923,nan,S
400,1,2,Mr. Charles Wilson,male,,0,0,601058,14.2664,nan,S
401,0,1,Mr. George Moore,male,9.4,1,0,241360,51.8503,A6,C
402,1,3,Mr. George Moore,male,29.9,3,0,235440,30.0328,nan,S
403,0,3,Miss. Susan Jackson,female,35.8,4,0,920590,34.5714,nan,C
404,1,3,Mrs. Patricia Taylor,female,42.0,1,1,879946,6.2895,nan,S
405,0,1,Miss. Susan Jackson,female,32.2,0,0,753537,56.8477,G6,S
406,1,1,Miss. Linda Anderson,female,32.1,1,0,102663,190.3136,C85,S
407,0,1,Mrs. Barbara Thomas,female,24.1,0,2,700080,138.0584,nan,Q
408,0,3,Miss. Susan Jackson,female,52.8,0,0,683439,0.0476,nan,C
409,1,3,Mr. James Brown,male,13.7,0,0,944842,5.0148,nan,S
410,0,1,Mrs. Barbara Thomas,female,34.9,0,0,668651,46.0144,nan,S
411,0,3,Miss. Susan Jackson,female,15.4,1,0,215156,3.393,nan,C
412,1,1,Mr. John Smith,male,37.5,0,1,122808,18.6991,nan,S
413,1,3,Mr. George Moore,male,,0,1,120091,0.5007,F2,C
414,0,3,Mr. William Davis,male,40.5,2,2,895704,13.4037,nan,S
415,1,3,Mr. Charles Wilson,male,31.3,0,0,583681,3.9585,nan,S
416,0,3,Miss. Linda Anderson,female,55.0,0,0,627846,0.699,nan,S
417,0,3,Mr. John Smith,male,25.6,1,0,79770,3.4143,nan,S
418,0,2,Mr. John Smith,male,,0,0,823152,32.3811,C85,S
419,1,3,Miss. Linda Anderson,female,18.4,0,0,809800,24.7923,nan,Q
420,1,1,Mr. Charles Wilson,male,,0,0,195385,55.4266,nan,S
421,1,3,Mr. John Smith,male,31.2,0,0,844401,6.9937,nan,S
422,1,3,Mr. John Smith,male,7.6,1,0,58838,49.5311,nan,S
423,0,3,Miss. Susan Jackson,female,9.1,0,1,543022,2.91,D56,S
424,0,3,Mrs. Patricia Taylor,female,38.4,0,1,641475,3.1529,nan,C
425,0,3,Mr. John Smith,male,27.6,0,0,109329,4.4866,D56,C
426,0,3,Mrs. Barbara Thomas,female,21.1,0,0,530146,2.4655,nan,S
427,0,3,Mr. Charles Wilson,male,19.0,3,0,415413,6.2012,G6,Q
428,1,1,Miss. Susan Jackson,female,19.6,0,1,865327,203.0497,nan,C
429,0,1,Mrs. Barbara Thomas,female,31.3,0,0,768921,80.2549,F2,C
430,0,2,Miss. Susan Jackson,female,36.2,0,0,130424,10.6187,nan,S
431,0,1,Mr. John Smith,male,,1,0,984335,228.8449,nan,C
432,1,3,Miss. Mary Johnson,female,50.2,2,0,897687,0.6458,nan,S
433,1,1,Miss. Mary Johnson,female,49.2,0,0,330217,19.83,nan,S
434,0,3,Mr. John Smith,male,0.4,0,1,738285,10.8479,nan,C
435,0,2,Mrs. Patricia Taylor,female,,0,0,254042,19.119,nan,S
436,1,1,Mr. James Brown,male,45.0,1,0,745848,3.3903,D56,S
437,0,3,Miss. Mary Johnson,female,29.7,0,0,235683,6.7067,nan,C
438,1,3,Mr. Charles Wilson,male,,1,0,225547,13.6163,C85,C
439,1,3,Miss. Susan Jackson,female,44.4,0,1,253603,15.5683,C123,S
440,0,3,Mr. William Davis,male,26.2,1,0,715662,13.2145,nan,C
441,0,3,Mr. George Moore,male,37.7,0,1,812056,5.0244,nan,S
442,1,1,Mr. William Davis,male,61.9,0,0,208343,8.2477,nan,S
443,0,3,Mr. William Davis,male,33.4,0,0,296459,7.2419,nan,C
444,0,3,Mr. John Smith,male,,0,0,289566,1.7918,nan,S
445,1,3,Mr. William Davis,male,24.8,1,0,704497,38.3409,G6,S
446,1,1,Mr. John Smith,male,18.3,1,0,82663,54.1533,nan,S
447,1,3,Mr. James Brown,male,36.0,0,0,111216,4.9613,nan,S
448,1,1,Mr. Charles Wilson,male,18.0,0,0,975736,122.1137,nan,S
449,0,1,Miss. Linda Anderson,female,22.8,0,0,784888,57.8804,C103,C
450,0,2,Mr. Charles Wilson,male,11.1,1,1,266492,7.4223,nan,C
451,1,3,Miss. Mary Johnson,female,,0,2,481358,21.7248,nan,S
452,0,3,Miss. Linda Anderson,female,32.3,0,0,304887,26.2412,nan,C
453,0,3,Miss. Susan Jackson,female,0.4,0,2,502762,14.5317,nan,S
454,1,3,Mr. James Brown,male,33.5,0,0,418852,0.6253,C85,S
455,0,2,Mrs. Patricia Taylor,female,29.0,0,0,494100,16.7091,D56,C
456,0,2,Mr. William Davis,male,,0,1,544396,28.8188,nan,S
457,0,2,Mr. James Brown,male,59.1,0,0,214706,2.9353,nan,S
458,0,3,Mr. George Moore,male,43.6,4,0,570468,3.3753,nan,S
459,0,1,Mrs. Barbara Thomas,female,13.8,0,0,291027,179.8671,nan,S
460,0,3,Mr. George Moore,male,41.9,0,1,578688,0.2642,nan,C
461,0,3,Mr. James Brown,male,47.7,0,1,187071,18.1644,nan,S
462,1,2,Mrs. Barbara Thomas,female,,1,0,582239,12.8405,nan,S
463,1,3,Miss. Susan Jackson,female,34.9,0,0,410376,7.6958,A6,S
464,0,3,Mr. John Smith,male,,0,0,851694,0.0926,nan,S
465,1,3,Mr. John Smith,male,0.4,0,0,423145,22.249,C123,S
466,0,3,Mrs. Barbara Thomas,female,27.0,0,0,879565,5.7982,nan,S
467,0,2,Mr. Charles Wilson,male,,0,1,676483,15.5639,nan,C
468,1,2,Mr. Charles Wilson,male,50.4,1,0,387250,22.6207,G6,C
469,0,3,Mr. John Smith,male,34.5,1,0,693717,15.7661,nan,S
470,1,3,Miss. Susan Jackson,female,25.4,0,0,866928,40.6005,nan,S
471,0,1,Mrs. Barbara Thomas,female,28.4,0,0,698916,63.6617,nan,S
472,1,3,Miss. Mary Johnson,female,44.5,1,2,334078,6.6347,nan,Q
473,0,3,Mrs. Barbara Thomas,female,27.0,0,0,875318,39.945,G6,Q
474,1,3,Mr. Charles Wilson,male,19.6,1,0,40881,13.3579,C123,S
475,0,1,Mr. Charles Wilson,male,,0,0,814841,29.739,nan,C
476,1,3,Mr. John Smith,male,43.3,2,0,982920,1.7577,nan,S
477,0,3,Mr. George Moore,male,36.9,1,0,108171,24.0328,nan,S
478,0,1,Mr. John Smith,male,30.3,2,0,995486,37.7749,nan,S
479,1,2,Miss. Mary Johnson,female,32.5,0,0,263189,21.6038,nan,
480,0,3,Mr. Charles Wilson,male,,0,0,958161,8.2735,nan,S
481,1,1,Miss. Linda Anderson,female,,2,0,227815,18.6318,nan,S
482,1,3,Mr. William Davis,male,20.1,0,0,321095,11.9667,nan,S
483,0,3,Mr. William Davis,male,25.4,0,2,280896,0.8138,nan,S
484,1,2,Mr. John Smith,male,,1,0,651627,10.6663,nan,S
485,0,3,Mr. Charles Wilson,male,14.1,1,0,416656,10.2832,nan,S
486,1,3,Miss. Linda Anderson,female,19.7,2,0,54864,7.4462,B78,S
487,0,3,Mr. James Brown,male,11.5,0,0,715051,17.953,E46,S
488,0,2,Mr. James Brown,male,8.4,1,0,606323,35.1965,nan,S
489,1,3,Mr. James Brown,male,,1,0,96675,19.1762,nan,S
490,1,1,Mr. George Moore,male,20.7,0,0,294487,3.3252,A6,S
491,0,2,Mr. Charles Wilson,male,55.2,0,0,234320,4.3166,B78,S
492,1,3,Miss. Mary Johnson,female,25.6,0,0,553961,9.9994,C85,S
493,0,2,Miss. Mary Johnson,female,48.4,0,1,201026,54.6127,nan,S
494,0,3,Mr. Charles Wilson,male,43.7,4,0,195770,23.4201,F2,C
495,0,2,Miss. Susan Jackson,female,26.7,0,0,367168,36.971,nan,S
496,0,3,Mr. Charles Wilson,male,,1,0,560808,4.6965,nan,S
497,0,1,Mr. George Moore,male,33.6,4,0,512857,47.1367,B78,S
498,0,3,Mr. William Davis,male,51.6,0,0,779483,8.2707,nan,S
499,1,3,Mr. William Davis,male,,1,1,812216,2.226,B78,S
500,1,2,Mr. George Moore,male,35.7,0,0,389590,0.6312,nan,S
501,1,1,Mr. Charles Wilson,male,,1,1,48079,246.5932,E46,S
502,0,1,Mr. William Davis,male,38.7,0,0,54220,23.1315,nan,Q
503,0,3,Mr. Charles Wilson,male,13.1,3,0,161563,3.5668,G6,S
504,1,2,Mr. William Davis,male,30.5,0,0,122878,1.7412,nan,S
505,1,3,Mrs. Barbara Thomas,female,45.3,0,2,126583,34.2962,nan,S
506,0,2,Mr. Charles Wilson,male,51.8,1,0,58720,17.3375,nan,Q
507,1,2,Mr. James Brown,male,19.3,0,0,241876,21.9945,nan,C
508,1,3,Mr. George Moore,male,37.4,0,0,549006,31.5331,nan,S
509,1,3,Mr. John Smith,male,31.9,0,0,438813,5.5129,nan,C
510,1,1,Mr. George Moore,male,,1,0,857649,81.6109,nan,S
511,0,1,Mr. Charles Wilson,male,34.9,0,2,501567,3.3241,nan,C
512,0,1,Mr. Charles Wilson,male,,0,2,372812,17.3665,nan,C
513,1,3,Mr. George Moore,male,37.6,0,0,692192,23.1311,C123,S
514,1,3,Mr. Charles Wilson,male,50.6,0,2,982322,18.9244,nan,S
515,0,3,Mr. William Davis,male,,0,0,762758,5.613,nan,S
516,0,3,Mr. Charles Wilson,male,34.2,0,0,416080,6.1478,nan,S
517,0,3,Mr. George Moore,male,56.7,0,0,622666,9.914,nan,S
518,1,3,Mr. George Moore,male,45.8,0,0,18177,0.0031,nan,C
519,1,3,Miss. Susan Jackson,female,,0,4,711475,3.589,nan,S
520,0,1,Mr. James Brown,male,12.1,1,0,394462,19.6129,F2,S
521,0,1,Mr. James Brown,male,15.4,0,0,771595,24.2194,nan,S
522,0,2,Mr. James Brown,male,43.2,0,0,459426,32.7882,nan,S
523,1,1,Mrs. Patricia Taylor,female,20.6,0,0,455170,27.5563,nan,S
524,1,3,Mr. James Brown,male,15.1,0,0,645433,2.7638,nan,S
525,1,3,Mr. James Brown,male,,1,6,939348,9.1222,nan,S
526,0,1,Mr. James Brown,male,19.7,0,1,739490,168.6107,C103,S
527,0,1,Mr. George Moore,male,42.0,0,1,547706,23.202,nan,S
528,0,3,Mr. John Smith,male,27.4,0,0,175926,1.0633,nan,Q
529,0,3,Mr. James Brown,male,9.8,1,0,622363,5.7289,nan,S
530,1,2,Miss. Susan Jackson,female,30.2,0,0,513122,27.5389,C103,S
531,1,3,Mr. John Smith,male,32.9,0,0,971454,10.4006,nan,S
532,1,1,Mrs. Patricia Taylor,female,22.7,0,0,337371,142.5598,nan,S
533,1,1,Miss. Mary Johnson,female,46.5,4,0,416051,269.5334,nan,S
534,0,3,Mr. John Smith,male,23.6,0,0,289677,20.4543,nan,S
535,1,3,Mr. William Davis,male,45.8,0,0,517966,12.036,E101,S
536,1,1,Mr. Charles Wilson,male,38.4,1,0,498267,57.1131,nan,C
537,1,3,Mr. William Davis,male,43.1,1,0,897889,0.5316,nan,S
538,0,3,Mr. John Smith,male,13.8,0,0,379648,54.0214,D56,S
539,0,3,Miss. Susan Jackson,female,31.1,1,2,228930,263.0,nan,C
540,0,3,Mrs. Patricia Taylor,female,28.9,1,0,413439,2.1469,nan,S
541,1,3,Mr. Charles Wilson,male,9.1,0,1,658490,14.2836,nan,S
542,0,3,Mr. James Brown,male,45.7,0,0,544561,4.3482,nan,S
543,0,3,Miss. Susan Jackson,female,,0,0,567807,11.4576,nan,S
544,1,1,Mrs. Barbara Thomas,female,,3,0,689520,74.2347,D56,C
545,1,1,Miss. Linda Anderson,female,15.0,1,1,923456,49.5687,nan,S
546,0,2,Mr. John Smith,male,39.9,0,1,477601,36.1722,nan,C
547,0,3,Mr. George Moore,male,7.6,1,0,920972,4.0019,C123,Q
548,1,1,Mr. John Smith,male,38.7,0,0,518604,50.0097,nan,Q
549,0,3,Mr. John Smith,male,44.8,0,0,494408,10.0298,nan,C
550,1,3,Mr. James Brown,male,,0,0,190060,14.1639,nan,S
551,0,1,Mr. George Moore,male,40.0,0,2,413564,128.7171,E101,S
552,1,3,Miss. Mary Johnson,female,,1,0,617748,6.5287,A6,S
553,0,3,Mr. William Davis,male,,0,0,258792,13.5017,E101,S
554,0,3,Mr. Charles Wilson,male,50.5,1,0,638759,2.1221,D56,C
555,1,1,Mr. George Moore,male,23.0,0,0,638956,226.6172,nan,S
556,0,3,Mr. James Brown,male,,0,0,863951,6.2788,nan,Q
557,0,3,Mr. George Moore,male,24.9,4,0,362570,16.9983,C103,C
558,0,3,Mr. James Brown,male,36.8,0,0,24629,0.2672,nan,Q
559,1,3,Mrs. Barbara Thomas,female,21.9,0,0,845488,2.9854,nan,C
560,1,3,Mr. William Davis,male,30.7,0,0,807705,8.6793,nan,S
561,1,3,Mr. John Smith,male,11.8,1,1,130484,27.3755,nan,S
562,0,3,Mr. George Moore,male,,0,0,107275,9.7396,E46,S
563,0,3,Mrs. Patricia Taylor,female,39.4,0,0,443632,34.5463,nan,S
564,0,1,Mrs. Barbara Thomas,female,,0,0,148966,55.5454,nan,S
565,0,3,Miss. Mary Johnson,female,,0,0,56073,8.7649,F2,C
566,0,3,Mr. Charles Wilson,male,39.0,1,0,579981,1.6581,nan,C
567,0,3,Mr. William Davis,male,19.4,0,0,716826,21.0965,nan,S
568,0,1,Mr. John Smith,male,31.5,0,0,820775,23.8261,nan,S
569,1,3,Mr. John Smith,male,46.5,0,4,577383,29.8833,E46,S
570,0,2,Miss. Mary Johnson,female,17.9,0,0,172246,48.3429,C103,S
571,0,3,Mr. James Brown,male,,2,0,978305,37.3121,C123,S
572,1,1,Miss. Mary Johnson,female,,0,0,132388,61.6938,nan,S
573,0,3,Mrs. Barbara Thomas,female,,5,0,250787,14.6951,nan,S
574,1,3,Mr. James Brown,male,,0,0,213508,19.5963,G6,S
575,1,1,Miss. Mary Johnson,female,47.3,0,1,124441,11.796,A6,S
576,1,3,Mr. Charles Wilson,male,21.0,1,0,996840,11.9429,nan,S
577,0,2,Mr. Charles Wilson,male,,0,0,635070,0.698,nan,S
578,1,3,Mr. George Moore,male,39.0,1,0,792307,8.9478,B78,S
579,0,3,Mr. Charles Wilson,male,12.3,4,0,249343,2.187,D56,S
580,0,3,Mr. William Davis,male,39.7,0,0,446142,2.6263,D56,Q
581,0,3,Mr. John Smith,male,,0,0,869022,5.9047,C85,S
582,1,3,Mr. John Smith,male,,1,0,442043,7.3632,nan,S
583,0,2,Mr. John Smith,male,,0,0,642551,19.5194,nan,C
584,0,2,Mr. Charles Wilson,male,,0,0,447991,1.5469,nan,S
585,1,3,Mr. Charles Wilson,male,43.7,0,2,444417,9.1073,nan,Q
586,0,3,Mr. John Smith,male,34.5,0,0,825805,2.6215,nan,S
587,0,3,Mr. James Brown,male,53.4,1,1,299669,11.0923,nan,S
588,0,3,Mrs. Patricia Taylor,female,55.1,0,1,399860,13.1881,nan,S
589,0,2,Miss. Linda Anderson,female,55.3,0,0,376657,16.2706,nan,S
590,0,3,Miss. Susan Jackson,female,22.6,0,0,663689,17.427,nan,S
591,0,1,Miss. Linda Anderson,female,,0,0,106643,34.3463,nan,S
592,1,3,Mr. John Smith,male,21.7,0,0,695846,18.8321,nan,S
593,0,1,Miss. Mary Johnson,female,39.9,1,0,481820,47.6268,nan,S
594,0,2,Mr. John Smith,male,,0,1,159712,13.2401,nan,S
595,1,2,Mr. George Moore,male,,1,2,369838,20.8883,E46,S
596,0,2,Mrs. Barbara Thomas,female,37.8,1,0,202527,0.3706,nan,S
597,1,3,Mr. George Moore,male,8.4,0,0,570424,13.7969,nan,S
598,0,2,Miss. Linda Anderson,female,31.7,0,0,989929,19.2774,nan,S
599,0,3,Mrs. Barbara Thomas,female,45.9,0,1,66539,4.8209,nan,S
600,0,2,Mrs. Barbara Thomas,female,37.7,0,0,222736,1.794,nan,S
601,0,2,Miss. Linda Anderson,female,,1,0,428158,1.9068,E101,S
602,0,1,Mr. Charles Wilson,male,52.9,1,0,78363,215.6162,B78,S
603,0,1,Mr. James Brown,male,,0,0,199668,98.1843,nan,S
604,0,3,Mr. William Davis,male,,0,2,615814,1.7672,nan,Q
605,0,3,Mr. William Davis,male,46.9,2,0,307399,5.7353,E46,S
606,0,3,Mr. James Brown,male,46.7,3,0,203201,11.6697,E101,S
607,0,3,Miss. Susan Jackson,female,37.8,0,2,488739,23.4686,nan,S
608,0,2,Miss. Susan Jackson,female,27.4,0,0,652497,0.8929,nan,C
609,0,3,Mr. George Moore,male,29.7,0,0,252723,3.5102,nan,S
610,1,3,Mr. Charles Wilson,male,11.2,3,0,989790,28.6649,nan,Q
611,0,3,Mr. James Brown,male,,0,0,620725,0.1197,nan,Q
612,1,1,Mr. William Davis,male,,0,0,157349,18.8911,nan,S
613,1,2,Miss. Linda Anderson,female,10.7,0,0,667003,63.8955,nan,Q
614,0,2,Mr. William Davis,male,42.3,0,0,912332,19.0074,nan,S
615,1,2,Mr. Charles Wilson,male,35.6,0,0,820161,6.0673,C85,C
616,1,3,Mr. Charles Wilson,male,14.9,8,1,818250,0.9014,D56,S
617,0,3,Mr. George Moore,male,12.2,0,1,75555,0.3718,nan,S
618,0,3,Mr. Charles Wilson,male,,0,0,633267,3.6491,C103,S
619,1,3,Mr. George Moore,male,23.9,0,0,63629,27.7254,nan,C
620,1,3,Mr. George Moore,male,56.1,0,0,649584,6.9902,C123,S
621,0,3,Mr. William Davis,male,43.5,0,0,327582,16.564,nan,S
622,0,3,Mr. Charles Wilson,male,36.6,0,1,780109,32.5587,nan,S
623,0,1,Miss. Susan Jackson,female,37.3,0,0,281601,44.0426,nan,S
624,0,1,Mr. James Brown,male,49.0,0,0,200701,17.8331,nan,S
625,1,1,Mr. James Brown,male,42.0,0,0,306066,61.1506,C85,S
626,0,3,Mr. Charles Wilson,male,36.9,0,0,413036,31.0294,nan,S
627,0,3,Miss. Linda Anderson,female,15.5,3,0,435966,21.2102,nan,S
628,1,2,Mr. William Davis,male,74.1,2,0,380266,1.3619,nan,S
629,0,3,Miss. Susan Jackson,female,13.7,0,3,112020,15.3337,nan,S
630,0,1,Mr. Charles Wilson,male,,0,1,244618,71.265,nan,S
631,1,3,Mr. James Brown,male,5.7,1,0,523463,30.9419,nan,Q
632,1,2,Mr. George Moore,male,37.5,0,0,703150,2.6131,nan,S
633,0,1,Mr. George Moore,male,31.9,1,2,884837,64.1464,C103,Q
634,0,3,Miss. Mary Johnson,female,40.8,3,0,912562,27.5053,G6,C
635,0,2,Mr. Charles Wilson,male,4.5,0,0,175493,10.5535,nan,S
636,0,2,Mr. George Moore,male,45.8,0,0,864470,13.1554,nan,S
637,0,2,Mr. James Brown,male,18.0,3,1,783317,1.4613,nan,C
638,0,3,Mr. John Smith,male,27.5,0,0,223273,4.2371,nan,S
639,0,3,Mr. James Brown,male,,0,0,596613,5.1001,nan,S
640,0,2,Mr. William Davis,male,33.5,0,1,297744,58.053,C85,S
641,0,3,Miss. Mary Johnson,female,,0,2,956898,4.3188,nan,S
642,0,3,Mr. John Smith,male,41.3,1,2,220694,8.0314,C103,C
643,0,2,Mr. George Moore,male,35.9,1,0,272051,22.2525,C123,S
644,0,2,Miss. Linda Anderson,female,24.8,5,0,439387,3.5391,B78,S
645,0,1,Mr. George Moore,male,27.3,0,0,764899,55.977,E46,S
646,1,1,Mrs. Barbara Thomas,female,32.8,0,0,333670,112.6835,nan,S
647,0,3,Mr. James Brown,male,,0,0,784808,26.2121,nan,S
648,1,1,Mrs. Patricia Taylor,female,44.1,0,0,23149,82.6722,nan,S
649,1,3,Mr. George Moore,male,33.9,0,1,171466,14.3754,nan,C
650,0,3,Mrs. Patricia Taylor,female,,4,0,155468,1.755,nan,S
651,0,1,Mrs. Patricia Taylor,female,,1,0,426540,244.8298,nan,C
652,0,3,Mr. Charles Wilson,male,28.0,0,0,188270,1.8489,nan,S
653,0,2,Miss. Linda Anderson,female,27.1,0,0,122168,29.804,A6,S
654,1,3,Mr. John Smith,male,22.7,0,0,517026,3.9993,E101,S
655,0,3,Mr. George Moore,male,34.7,0,0,644101,35.2554,nan,S
656,0,3,Mr. George Moore,male,34.2,1,0,363923,16.5467,nan,S
657,0,3,Mr. Charles Wilson,male,20.0,0,0,266960,18.2217,nan,S
658,0,1,Mr. Charles Wilson,male,27.1,5,0,958520,20.7695,nan,S
659,1,3,Mr. John Smith,male,20.1,0,0,668554,7.6084,E101,C
660,0,3,Mr. William Davis,male,19.5,0,1,304542,12.504,nan,S
661,0,3,Miss. Susan Jackson,female,4.6,1,0,276933,19.1043,nan,S
662,1,3,Mrs. Barbara Thomas,female,26.4,0,0,488911,1.427,A6,S
663,0,3,Mr. George Moore,male,5.0,0,1,337111,42.6378,E46,S
664,0,1,Mr. James Brown,male,,0,0,774302,185.5798,nan,S
665,0,1,Mr. George Moore,male,20.8,0,2,202206,26.4758,nan,S
666,0,3,Mr. William Davis,male,45.0,1,1,271041,22.4933,nan,Q
667,0,2,Mr. William Davis,male,15.0,0,0,211958,14.6097,nan,C
668,0,3,Mr. George Moore,male,18.7,1,3,370981,8.054,nan,S
669,0,3,Mr. James Brown,male,24.2,0,0,166049,4.9076,nan,S
670,0,2,Miss. Linda Anderson,female,,0,0,111967,17.3962,nan,S
671,0,2,Mr. Charles Wilson,male,49.6,1,0,403345,26.1785,nan,C
672,1,3,Mr. George Moore,male,13.2,0,0,331827,6.8798,nan,S
673,0,2,Mr. James Brown,male,24.2,0,2,317475,19.8429,nan,S
674,0,3,Mr. Charles Wilson,male,34.5,0,0,258719,15.6219,nan,C
675,0,2,Mr. George Moore,male,42.5,0,0,831058,24.835,nan,S
676,1,3,Mr. James Brown,male,24.2,0,0,451719,0.6937,C103,S
677,0,1,Mr. Charles Wilson,male,1.9,0,0,168621,165.0023,nan,S
678,0,3,Mr. William Davis,male,27.5,0,0,546630,7.9684,D56,S
679,1,3,Miss. Susan Jackson,female,49.3,0,0,832849,3.9569,nan,S
680,1,3,Miss. Susan Jackson,female,33.8,3,1,741874,3.5979,nan,S
681,1,1,Mr. William Davis,male,,0,0,717609,55.4181,nan,S
682,0,3,Mr. John Smith,male,14.3,1,1,849096,28.3254,nan,S
683,0,3,Mr. Charles Wilson,male,12.8,0,0,773076,6.1799,nan,C
684,1,1,Mr. William Davis,male,30.0,0,1,805265,116.3566,nan,S
685,1,1,Mr. George Moore,male,9.0,1,0,857090,8.5539,nan,S
686,0,1,Mr. Charles Wilson,male,41.0,0,0,515655,54.2952,nan,S
687,0,3,Mr. Charles Wilson,male,,1,0,240099,62.2678,nan,C
688,0,3,Mr. John Smith,male,29.3,0,1,956977,19.1306,nan,C
689,1,3,Mr. George Moore,male,2.4,0,0,928241,3.0731,nan,S
690,0,1,Mrs. Patricia Taylor,female,24.0,0,2,891397,58.4669,nan,S
691,0,2,Miss. Mary Johnson,female,,0,0,974151,5.3217,nan,C
692,0,3,Miss. Mary Johnson,female,0.4,1,0,860486,6.8496,nan,S
693,0,3,Mr. James Brown,male,37.6,0,0,535587,19.6886,nan,S
694,0,3,Mrs. Patricia Taylor,female,,3,2,990785,19.1752,nan,C
695,0,1,Mr. John Smith,male,46.1,3,0,259240,21.7477,E46,S
696,0,3,Mrs. Barbara Thomas,female,,0,1,338019,33.2009,nan,Q
697,0,2,Mr. William Davis,male,23.7,0,1,698280,17.9576,nan,C
698,0,2,Miss. Linda Anderson,female,41.4,1,0,458052,9.5583,nan,S
699,0,3,Mr. John Smith,male,47.4,3,0,183453,9.0613,nan,Q
700,0,3,Mrs. Barbara Thomas,female,31.7,0,0,515275,12.0776,nan,S
701,0,3,Mrs. Patricia Taylor,female,12.5,0,0,386430,10.6695,nan,S
702,0,1,Mr. John Smith,male,,0,1,895162,55.9709,nan,S
703,0,1,Mr. George Moore,male,,1,0,328442,59.0572,nan,S
704,0,3,Mrs. Barbara Thomas,female,28.6,0,0,952013,2.5231,nan,S
705,0,3,Mr. George Moore,male,0.4,1,1,791798,21.7779,nan,C
706,1,2,Miss. Susan Jackson,female,8.4,0,0,655323,15.6073,nan,S
707,0,1,Mr. John Smith,male,23.5,0,0,183167,11.8023,nan,S
708,1,1,Mr. Charles Wilson,male,44.7,0,0,454740,122.0609,nan,S
709,0,3,Mr. George Moore,male,25.7,0,0,526030,35.0324,nan,C
710,1,1,Mr. Charles Wilson,male,45.0,0,0,381969,247.2347,nan,S
711,1,2,Miss. Linda Anderson,female,22.1,0,1,125637,9.2096,nan,S
